# Credits: EU Copernicus Marine Service information - https://marine.copernicus.eu
# Product: MULTIOBS_GLO_BIO_BGC_3D_REP_015_010
# Dataset: cmems_obs-mob_glo_bgc-chl-poc_my_0.25deg_P7D-m
# Variable: Downwelling photosynthetic photon flux in sea water (PAR_error) μmol quanta m−2 s−1
# Geometry: POINT (-37.683008 -17.712981)
# Values from graph: v(t): value vs. time
# Depth: 0 m

time,PAR_error
2007-04-25T00:00:00.000Z,187.32518005371094
2007-05-02T00:00:00.000Z,185.69313049316406
2007-05-09T00:00:00.000Z,183.6445770263672
2007-05-16T00:00:00.000Z,180.072998046875
2007-05-23T00:00:00.000Z,184.828125
2007-05-30T00:00:00.000Z,165.91355895996094
2007-06-06T00:00:00.000Z,132.0079345703125
2007-06-13T00:00:00.000Z,137.32850646972656
2007-06-20T00:00:00.000Z,185.90797424316406
2007-06-27T00:00:00.000Z,150.7780303955078
2007-07-04T00:00:00.000Z,148.7008056640625
2007-07-11T00:00:00.000Z,137.45156860351562
2007-07-18T00:00:00.000Z,144.6274871826172
2007-07-25T00:00:00.000Z,137.89822387695312
2007-08-01T00:00:00.000Z,170.64955139160156
2007-08-08T00:00:00.000Z,148.4666748046875
2007-08-15T00:00:00.000Z,155.3733367919922
2007-08-22T00:00:00.000Z,158.67344665527344
2007-08-29T00:00:00.000Z,148.9355926513672
2007-09-05T00:00:00.000Z,189.5863037109375
2007-09-12T00:00:00.000Z,188.3540496826172
2007-09-19T00:00:00.000Z,179.3013153076172
2007-09-26T00:00:00.000Z,225.7300262451172
2007-10-03T00:00:00.000Z,223.5773162841797
2007-10-10T00:00:00.000Z,127.7600326538086
2007-10-17T00:00:00.000Z,117.83106994628906
2007-10-24T00:00:00.000Z,135.93202209472656
2007-10-31T00:00:00.000Z,137.3402862548828
2007-11-07T00:00:00.000Z,191.15716552734375
2007-11-14T00:00:00.000Z,192.26661682128906
2007-11-21T00:00:00.000Z,262.10968017578125
2007-11-28T00:00:00.000Z,273.98687744140625
2007-12-05T00:00:00.000Z,244.65087890625
2007-12-12T00:00:00.000Z,250.64041137695312
2007-12-19T00:00:00.000Z,317.8499755859375
2007-12-26T00:00:00.000Z,239.15809631347656
2008-01-02T00:00:00.000Z,210.14065551757812
2008-01-09T00:00:00.000Z,193.82150268554688
2008-01-16T00:00:00.000Z,211.2032928466797
2008-01-23T00:00:00.000Z,234.0733642578125
2008-01-30T00:00:00.000Z,246.38299560546875
2008-02-06T00:00:00.000Z,224.06272888183594
2008-02-13T00:00:00.000Z,204.3461456298828
2008-02-20T00:00:00.000Z,176.72171020507812
2008-02-27T00:00:00.000Z,172.11322021484375
2008-03-05T00:00:00.000Z,250.789306640625
2008-03-12T00:00:00.000Z,298.13043212890625
2008-03-19T00:00:00.000Z,357.0548095703125
